source_id,source_name,url,domain,content_type,category,parent_source_id,is_leaf,catalog_year,priority_for_ingest,PM_Review_Status,Allowed_for_AI_Retrieval,last_ingested_timestamp,content_hash,discovered_from,notes
SRC-429,online-project-management-lean-six-sigma,https://www.mcneese.edu/iiec/page/online-project-management-lean-six-sigma,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-430,institutional-reporting,https://www.mcneese.edu/ire/accreditation/institutional-reporting,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-431,additional_charges,https://www.mcneese.edu/ire/facilities/additional_charges,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-432,f14facility,https://www.mcneese.edu/ire/facilities/f14facility,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-433,facilities_resource,https://www.mcneese.edu/ire/facilities/facilities_resource,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-434,maint_safety_coords,https://www.mcneese.edu/ire/facilities/maint_safety_coords,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-435,physical_plant,https://www.mcneese.edu/ire/facilities/physical_plant,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-436,use-fee-guidelines-and-rates,https://www.mcneese.edu/ire/facilities/use-fee-guidelines-and-rates,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-437,12-13_organizational_chart,https://www.mcneese.edu/ire/ir/12-13_organizational_chart,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-438,2012-2013-degrees-conferred,https://www.mcneese.edu/ire/ir/2012-2013-degrees-conferred,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-439,2012-2013_average_teaching_load_by_department,https://www.mcneese.edu/ire/ir/2012-2013_average_teaching_load_by_department,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-440,2012-2013_factbook_history,https://www.mcneese.edu/ire/ir/2012-2013_factbook_history,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-441,2012-2013_factbook_purpose_mission,https://www.mcneese.edu/ire/ir/2012-2013_factbook_purpose_mission,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-442,2013-2013_factbook_core_values,https://www.mcneese.edu/ire/ir/2013-2013_factbook_core_values,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-443,2013-2014-financial-aid,https://www.mcneese.edu/ire/ir/2013-2014-financial-aid,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,2026-07-05T21:38:57,,sitemap_xml,
SRC-444,2013-2014_accreditation,https://www.mcneese.edu/ire/ir/2013-2014_accreditation,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-445,2013-2014_average_teaching_load_by_department,https://www.mcneese.edu/ire/ir/2013-2014_average_teaching_load_by_department,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-446,2013-2014_core_values,https://www.mcneese.edu/ire/ir/2013-2014_core_values,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-447,2013-2014_history,https://www.mcneese.edu/ire/ir/2013-2014_history,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-448,2013-2014_inventory_of_degree_programs,https://www.mcneese.edu/ire/ir/2013-2014_inventory_of_degree_programs,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-449,2013-2014_organizational_chart,https://www.mcneese.edu/ire/ir/2013-2014_organizational_chart,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-450,2013-2014_purpose_mission,https://www.mcneese.edu/ire/ir/2013-2014_purpose_mission,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-451,2013_2014_facilities-5501,https://www.mcneese.edu/ire/ir/2013_2014_facilities-5501,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-452,2013_2014_full-time_average_annual_fees,https://www.mcneese.edu/ire/ir/2013_2014_full-time_average_annual_fees,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-453,2013_2014_revenues_and_expenditures-5498,https://www.mcneese.edu/ire/ir/2013_2014_revenues_and_expenditures-5498,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-454,2013_2014_student_credit_hours_sch-5494,https://www.mcneese.edu/ire/ir/2013_2014_student_credit_hours_sch-5494,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-455,2013_2014_student_to_faculty_ratio-5500,https://www.mcneese.edu/ire/ir/2013_2014_student_to_faculty_ratio-5500,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-456,2014-2015-degrees-conferred,https://www.mcneese.edu/ire/ir/2014-2015-degrees-conferred,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-457,2014-2015_core_values,https://www.mcneese.edu/ire/ir/2014-2015_core_values,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-458,2015-2016-degrees-conferred,https://www.mcneese.edu/ire/ir/2015-2016-degrees-conferred,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-459,2016_2017_student_to_faculty_ratio-13005,https://www.mcneese.edu/ire/ir/2016_2017_student_to_faculty_ratio-13005,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-460,2019-2020_accreditation,https://www.mcneese.edu/ire/ir/2019-2020_accreditation,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-461,2019-2020_core_values,https://www.mcneese.edu/ire/ir/2019-2020_core_values,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-462,2019-2020_inventory_of_degree_programs,https://www.mcneese.edu/ire/ir/2019-2020_inventory_of_degree_programs,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-463,2019-2020_purpose_mission,https://www.mcneese.edu/ire/ir/2019-2020_purpose_mission,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-464,2019_2020_student_to_faculty_ratio-18572,https://www.mcneese.edu/ire/ir/2019_2020_student_to_faculty_ratio-18572,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-465,2020-2021-accreditation,https://www.mcneese.edu/ire/ir/2020-2021-accreditation,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-466,2020-2021-average-teaching-load-by-department,https://www.mcneese.edu/ire/ir/2020-2021-average-teaching-load-by-department,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-467,2020-2021-core-values,https://www.mcneese.edu/ire/ir/2020-2021-core-values,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-468,2020-2021-factbook-main-menu,https://www.mcneese.edu/ire/ir/2020-2021-factbook-main-menu,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-469,2020-2021-faculty-staff,https://www.mcneese.edu/ire/ir/2020-2021-faculty-staff,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-470,2020-2021-inventory-of-degree-programs,https://www.mcneese.edu/ire/ir/2020-2021-inventory-of-degree-programs,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-471,2021-2022-accreditation,https://www.mcneese.edu/ire/ir/2021-2022-accreditation,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-472,2021-2022-average-teaching-load-by-department,https://www.mcneese.edu/ire/ir/2021-2022-average-teaching-load-by-department,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-473,2021-2022-core-values,https://www.mcneese.edu/ire/ir/2021-2022-core-values,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-474,2021-2022-degrees-conferred,https://www.mcneese.edu/ire/ir/2021-2022-degrees-conferred,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-475,2021-2022-purpose-and-mission,https://www.mcneese.edu/ire/ir/2021-2022-purpose-and-mission,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-476,2022-2023-average-teaching-load-by-department,https://www.mcneese.edu/ire/ir/2022-2023-average-teaching-load-by-department,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-477,2022-2023-mission-and-foundational-statements,https://www.mcneese.edu/ire/ir/2022-2023-mission-and-foundational-statements,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-478,2023-2024-average-teaching-load-by-department,https://www.mcneese.edu/ire/ir/2023-2024-average-teaching-load-by-department,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-479,2023-2024-degrees-conferred,https://www.mcneese.edu/ire/ir/2023-2024-degrees-conferred,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-480,2023-2024-mission-and-foundational-statements,https://www.mcneese.edu/ire/ir/2023-2024-mission-and-foundational-statements,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-481,2024-2025-mission-and-foundational-statements,https://www.mcneese.edu/ire/ir/2024-2025-mission-and-foundational-statements,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-482,abet_enrollment_figures,https://www.mcneese.edu/ire/ir/abet_enrollment_figures,www.mcneese.edu,html,leaf_detail,,true,,high,Pending_Review,,,,sitemap_xml,
SRC-483,college-of-liberal-arts,https://www.mcneese.edu/liberal/college-of-liberal-arts,www.mcneese.edu,html,department_leaf,,true,,medium,Pending_Review,,,,sitemap_xml,
SRC-484,department-of-interdisciplinary-studies,https://www.mcneese.edu/liberal/college-of-liberal-arts/department-of-interdisciplinary-studies,www.mcneese.edu,html,department_leaf,,true,,medium,Pending_Review,,,,sitemap_xml,
SRC-035,McNeese Cowboy Store,https://mcneesecowboystore.com/HOME,mcneesecowboystore.com,html,Bookstore / Textbooks / Merchandise / Graduation,,false,,high,Approved,"Yes, limited",2026-07-31T20:11:59,,seed,External vendor domain (not *.mcneese.edu). Live inventory/prices are volatile — cite the live page and avoid stale stock claims. Pairs with SRC-027 mcneese.edu/bookstore referral landing.
SRC-036,McNeese Residence Life / Student Housing,https://mcneesereslife.com/,mcneesereslife.com,html,Housing / Residence Life / Move-in / Floor Plans,,false,,high,Approved,Yes,2026-07-31T20:12:01,,seed,External housing domain (not *.mcneese.edu). Prefer this over generic campus-life for residence-hall questions. Pairs with SRC-016 campus-life hub.
SRC-485,Athletics — archives.aspx,https://mcneesesports.com/archives.aspx,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:15,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-486,Athletics — calendar.aspx,https://mcneesesports.com/calendar.aspx,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:17,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-487,Athletics — documents/2018/8/22/COWBOY_STADIUM_POLICIES.pdf,https://mcneesesports.com/documents/2018/8/22/COWBOY_STADIUM_POLICIES.pdf,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:18,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-488,Athletics — documents/2018/8/22/Mcneese_clear_bag_policy_card_no_seat_cushion_copy.pdf,https://mcneesesports.com/documents/2018/8/22/Mcneese_clear_bag_policy_card_no_seat_cushion_copy.pdf,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:20,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-489,Athletics — documents/2025/8/21/2025_FB_VTG_Updated.pdf,https://mcneesesports.com/documents/2025/8/21/2025_FB_VTG_Updated.pdf,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:21,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-490,Athletics — facilities,https://mcneesesports.com/facilities,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:23,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-491,Athletics — galleries,https://mcneesesports.com/galleries,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:24,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-492,Athletics — honors/hall-of-fame,https://mcneesesports.com/honors/hall-of-fame,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:25,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-493,Athletics — showcase,https://mcneesesports.com/showcase,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:27,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-494,Athletics — sports/2014/4/10/Compliance,https://mcneesesports.com/sports/2014/4/10/Compliance,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:28,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-495,Athletics — sports/2014/4/10/FormerStudentAthletes,https://mcneesesports.com/sports/2014/4/10/FormerStudentAthletes,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:29,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-496,Athletics — sports/2014/4/10/SAAC.aspx,https://mcneesesports.com/sports/2014/4/10/SAAC.aspx,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:31,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-497,Athletics — sports/2014/4/8/AEC,https://mcneesesports.com/sports/2014/4/8/AEC,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:32,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-498,Athletics — sports/2014/4/9/McNeeseLogos,https://mcneesesports.com/sports/2014/4/9/McNeeseLogos,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:33,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-499,Athletics — sports/2015/2/25/McNeese Cheerleading.aspx,https://mcneesesports.com/sports/2015/2/25/McNeese Cheerleading.aspx,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:34,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-500,Athletics — sports/2016/7/6/current-student-athletes.aspx,https://mcneesesports.com/sports/2016/7/6/current-student-athletes.aspx,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:35,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-501,Athletics — sports/2016/8/2/athletics-communications.aspx,https://mcneesesports.com/sports/2016/8/2/athletics-communications.aspx,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:37,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-502,Athletics — sports/2023/10/4/tailgate-rules.aspx,https://mcneesesports.com/sports/2023/10/4/tailgate-rules.aspx,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:38,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-503,Athletics — sports/2026/6/3/2026-summer-camps.aspx,https://mcneesesports.com/sports/2026/6/3/2026-summer-camps.aspx,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:39,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-504,Athletics — sports/baseball,https://mcneesesports.com/sports/baseball,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:40,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-505,Athletics — sports/baseball/archives,https://mcneesesports.com/sports/baseball/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:41,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-506,Athletics — sports/baseball/roster,https://mcneesesports.com/sports/baseball/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:43,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-507,Athletics — sports/baseball/schedule,https://mcneesesports.com/sports/baseball/schedule,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:44,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-508,Athletics — sports/cross-country,https://mcneesesports.com/sports/cross-country,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:50,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-509,Athletics — sports/features,https://mcneesesports.com/sports/features,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:51,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-510,Athletics — sports/football,https://mcneesesports.com/sports/football,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:53,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-511,Athletics — sports/football/archives,https://mcneesesports.com/sports/football/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:53,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-512,Athletics — sports/football/roster,https://mcneesesports.com/sports/football/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:55,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-513,Athletics — sports/football/schedule,https://mcneesesports.com/sports/football/schedule,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:57,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-514,Athletics — sports/general/archives,https://mcneesesports.com/sports/general/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:13:58,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-515,Athletics — sports/mens-basketball,https://mcneesesports.com/sports/mens-basketball,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:00,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-516,Athletics — sports/mens-basketball/archives,https://mcneesesports.com/sports/mens-basketball/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:01,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-517,Athletics — sports/mens-basketball/roster,https://mcneesesports.com/sports/mens-basketball/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:02,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-518,Athletics — sports/mens-basketball/schedule,https://mcneesesports.com/sports/mens-basketball/schedule,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:03,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-519,Athletics — sports/mens-cross-country,https://mcneesesports.com/sports/mens-cross-country,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:04,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-520,Athletics — sports/mens-cross-country/archives,https://mcneesesports.com/sports/mens-cross-country/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:05,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-521,Athletics — sports/mens-cross-country/roster,https://mcneesesports.com/sports/mens-cross-country/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:07,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-522,Athletics — sports/mens-cross-country/schedule,https://mcneesesports.com/sports/mens-cross-country/schedule,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:09,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-523,Athletics — sports/mens-track-and-field,https://mcneesesports.com/sports/mens-track-and-field,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:10,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-524,Athletics — sports/mens-track-and-field/archives,https://mcneesesports.com/sports/mens-track-and-field/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:12,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-525,Athletics — sports/mens-track-and-field/roster,https://mcneesesports.com/sports/mens-track-and-field/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:13,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-526,Athletics — sports/mens-track-and-field/schedule,https://mcneesesports.com/sports/mens-track-and-field/schedule,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:15,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-527,Athletics — sports/softball,https://mcneesesports.com/sports/softball,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:16,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-528,Athletics — sports/softball/archives,https://mcneesesports.com/sports/softball/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:18,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-529,Athletics — sports/softball/roster,https://mcneesesports.com/sports/softball/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:19,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-530,Athletics — sports/softball/schedule,https://mcneesesports.com/sports/softball/schedule,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:21,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-531,Athletics — sports/wbvball,https://mcneesesports.com/sports/wbvball,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:22,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-532,Athletics — sports/womens-basketball,https://mcneesesports.com/sports/womens-basketball,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:23,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-533,Athletics — sports/womens-basketball/archives,https://mcneesesports.com/sports/womens-basketball/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:24,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-534,Athletics — sports/womens-basketball/roster,https://mcneesesports.com/sports/womens-basketball/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:26,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-535,Athletics — sports/womens-basketball/schedule,https://mcneesesports.com/sports/womens-basketball/schedule,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:27,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-536,Athletics — sports/womens-beach-volleyball/archives,https://mcneesesports.com/sports/womens-beach-volleyball/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:28,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-537,Athletics — sports/womens-beach-volleyball/roster,https://mcneesesports.com/sports/womens-beach-volleyball/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:30,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-538,Athletics — sports/womens-beach-volleyball/schedule,https://mcneesesports.com/sports/womens-beach-volleyball/schedule,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:31,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-539,Athletics — sports/womens-cross-country/archives,https://mcneesesports.com/sports/womens-cross-country/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:32,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-540,Athletics — sports/womens-cross-country/roster,https://mcneesesports.com/sports/womens-cross-country/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:33,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-541,Athletics — sports/womens-cross-country/schedule,https://mcneesesports.com/sports/womens-cross-country/schedule,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:35,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-542,Athletics — sports/womens-soccer,https://mcneesesports.com/sports/womens-soccer,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:36,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-543,Athletics — sports/womens-soccer/archives,https://mcneesesports.com/sports/womens-soccer/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:37,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-544,Athletics — sports/womens-soccer/roster,https://mcneesesports.com/sports/womens-soccer/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:38,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-545,Athletics — sports/womens-soccer/schedule,https://mcneesesports.com/sports/womens-soccer/schedule,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:39,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-546,Athletics — sports/womens-tennis,https://mcneesesports.com/sports/womens-tennis,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:41,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-547,Athletics — sports/womens-tennis/archives,https://mcneesesports.com/sports/womens-tennis/archives,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:42,,external_site_nav,Discovered from mcneesesports.com public navigation
SRC-548,Athletics — sports/womens-tennis/roster,https://mcneesesports.com/sports/womens-tennis/roster,mcneesesports.com,html,athletics_leaf,SRC-028,true,,medium,Approved,Yes,2026-07-31T20:14:43,,external_site_nav,Discovered from mcneesesports.com public navigation
