category_id,category,parent_domain,subcategory_id,subcategory,category_type,description,aliases,official_source_url,source_scope,answer_policy,risk_tier,researched_on
CAT-026,College of Engineering and Sciences,Colleges and Schools,CAT-026-S03,academic advising and student support,college_school,"Queries about College of Engineering and Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Engineering and Sciences | McNeese Engineering and Sciences | Engineering college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-026,College of Engineering and Sciences,Colleges and Schools,CAT-026-S04,curriculum degree plans and catalog rules,college_school,"Queries about College of Engineering and Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Engineering and Sciences | McNeese Engineering and Sciences | Engineering college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-026,College of Engineering and Sciences,Colleges and Schools,CAT-026-S05,faculty leadership and contacts,college_school,"Queries about College of Engineering and Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Engineering and Sciences | McNeese Engineering and Sciences | Engineering college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-026,College of Engineering and Sciences,Colleges and Schools,CAT-026-S06,research centers and facilities,college_school,"Queries about College of Engineering and Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Engineering and Sciences | McNeese Engineering and Sciences | Engineering college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-026,College of Engineering and Sciences,Colleges and Schools,CAT-026-S07,accreditation outcomes and disclosures,college_school,"Queries about College of Engineering and Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Engineering and Sciences | McNeese Engineering and Sciences | Engineering college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-026,College of Engineering and Sciences,Colleges and Schools,CAT-026-S08,scholarships events and student opportunities,college_school,"Queries about College of Engineering and Sciences, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Engineering and Sciences | McNeese Engineering and Sciences | Engineering college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-027,College of Liberal Arts,Colleges and Schools,CAT-027-S01,programs departments and credentials,college_school,"Queries about College of Liberal Arts, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Liberal Arts | McNeese Liberal Arts | Liberal Arts college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-027,College of Liberal Arts,Colleges and Schools,CAT-027-S02,admission and progression requirements,college_school,"Queries about College of Liberal Arts, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Liberal Arts | McNeese Liberal Arts | Liberal Arts college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-027,College of Liberal Arts,Colleges and Schools,CAT-027-S03,academic advising and student support,college_school,"Queries about College of Liberal Arts, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Liberal Arts | McNeese Liberal Arts | Liberal Arts college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-027,College of Liberal Arts,Colleges and Schools,CAT-027-S04,curriculum degree plans and catalog rules,college_school,"Queries about College of Liberal Arts, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Liberal Arts | McNeese Liberal Arts | Liberal Arts college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-027,College of Liberal Arts,Colleges and Schools,CAT-027-S05,faculty leadership and contacts,college_school,"Queries about College of Liberal Arts, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Liberal Arts | McNeese Liberal Arts | Liberal Arts college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-027,College of Liberal Arts,Colleges and Schools,CAT-027-S06,research centers and facilities,college_school,"Queries about College of Liberal Arts, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Liberal Arts | McNeese Liberal Arts | Liberal Arts college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-027,College of Liberal Arts,Colleges and Schools,CAT-027-S07,accreditation outcomes and disclosures,college_school,"Queries about College of Liberal Arts, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Liberal Arts | McNeese Liberal Arts | Liberal Arts college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-027,College of Liberal Arts,Colleges and Schools,CAT-027-S08,scholarships events and student opportunities,college_school,"Queries about College of Liberal Arts, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Liberal Arts | McNeese Liberal Arts | Liberal Arts college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-028,College of Nursing and Health Professions,Colleges and Schools,CAT-028-S01,programs departments and credentials,college_school,"Queries about College of Nursing and Health Professions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Nursing and Health Professions | McNeese Nursing and Health | Nursing college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-028,College of Nursing and Health Professions,Colleges and Schools,CAT-028-S02,admission and progression requirements,college_school,"Queries about College of Nursing and Health Professions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Nursing and Health Professions | McNeese Nursing and Health | Nursing college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-028,College of Nursing and Health Professions,Colleges and Schools,CAT-028-S03,academic advising and student support,college_school,"Queries about College of Nursing and Health Professions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Nursing and Health Professions | McNeese Nursing and Health | Nursing college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-028,College of Nursing and Health Professions,Colleges and Schools,CAT-028-S04,curriculum degree plans and catalog rules,college_school,"Queries about College of Nursing and Health Professions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Nursing and Health Professions | McNeese Nursing and Health | Nursing college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-028,College of Nursing and Health Professions,Colleges and Schools,CAT-028-S05,faculty leadership and contacts,college_school,"Queries about College of Nursing and Health Professions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Nursing and Health Professions | McNeese Nursing and Health | Nursing college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-028,College of Nursing and Health Professions,Colleges and Schools,CAT-028-S06,research centers and facilities,college_school,"Queries about College of Nursing and Health Professions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Nursing and Health Professions | McNeese Nursing and Health | Nursing college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-028,College of Nursing and Health Professions,Colleges and Schools,CAT-028-S07,accreditation outcomes and disclosures,college_school,"Queries about College of Nursing and Health Professions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Nursing and Health Professions | McNeese Nursing and Health | Nursing college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-028,College of Nursing and Health Professions,Colleges and Schools,CAT-028-S08,scholarships events and student opportunities,college_school,"Queries about College of Nursing and Health Professions, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",College of Nursing and Health Professions | McNeese Nursing and Health | Nursing college,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-029,Commencement and Graduation Ceremonies,Academic Records and Graduation,CAT-029-S01,programs services and participation,cultural_community,"Queries about Commencement and Graduation Ceremonies, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Commencement and Graduation Ceremonies | McNeese commencement | McNeese graduation ceremony,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-029,Commencement and Graduation Ceremonies,Academic Records and Graduation,CAT-029-S02,events calendar and announcements,cultural_community,"Queries about Commencement and Graduation Ceremonies, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Commencement and Graduation Ceremonies | McNeese commencement | McNeese graduation ceremony,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-029,Commencement and Graduation Ceremonies,Academic Records and Graduation,CAT-029-S03,registration membership and eligibility,cultural_community,"Queries about Commencement and Graduation Ceremonies, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Commencement and Graduation Ceremonies | McNeese commencement | McNeese graduation ceremony,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-029,Commencement and Graduation Ceremonies,Academic Records and Graduation,CAT-029-S04,tickets prices sponsorships and funding,cultural_community,"Queries about Commencement and Graduation Ceremonies, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Commencement and Graduation Ceremonies | McNeese commencement | McNeese graduation ceremony,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-029,Commencement and Graduation Ceremonies,Academic Records and Graduation,CAT-029-S05,venues directions parking and accessibility,cultural_community,"Queries about Commencement and Graduation Ceremonies, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Commencement and Graduation Ceremonies | McNeese commencement | McNeese graduation ceremony,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-029,Commencement and Graduation Ceremonies,Academic Records and Graduation,CAT-029-S06,contacts organizers and office hours,cultural_community,"Queries about Commencement and Graduation Ceremonies, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Commencement and Graduation Ceremonies | McNeese commencement | McNeese graduation ceremony,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-029,Commencement and Graduation Ceremonies,Academic Records and Graduation,CAT-029-S07,news media and public information,cultural_community,"Queries about Commencement and Graduation Ceremonies, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Commencement and Graduation Ceremonies | McNeese commencement | McNeese graduation ceremony,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-029,Commencement and Graduation Ceremonies,Academic Records and Graduation,CAT-029-S08,community partners and external opportunities,cultural_community,"Queries about Commencement and Graduation Ceremonies, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Commencement and Graduation Ceremonies | McNeese commencement | McNeese graduation ceremony,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-030,Corporate Sponsorships,Advancement and Partnerships,CAT-030-S01,programs services and participation,cultural_community,"Queries about Corporate Sponsorships, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Corporate Sponsorships | McNeese sponsorships | corporate partnerships McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-030,Corporate Sponsorships,Advancement and Partnerships,CAT-030-S02,events calendar and announcements,cultural_community,"Queries about Corporate Sponsorships, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Corporate Sponsorships | McNeese sponsorships | corporate partnerships McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-030,Corporate Sponsorships,Advancement and Partnerships,CAT-030-S03,registration membership and eligibility,cultural_community,"Queries about Corporate Sponsorships, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Corporate Sponsorships | McNeese sponsorships | corporate partnerships McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-030,Corporate Sponsorships,Advancement and Partnerships,CAT-030-S04,tickets prices sponsorships and funding,cultural_community,"Queries about Corporate Sponsorships, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Corporate Sponsorships | McNeese sponsorships | corporate partnerships McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-030,Corporate Sponsorships,Advancement and Partnerships,CAT-030-S05,venues directions parking and accessibility,cultural_community,"Queries about Corporate Sponsorships, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Corporate Sponsorships | McNeese sponsorships | corporate partnerships McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-030,Corporate Sponsorships,Advancement and Partnerships,CAT-030-S06,contacts organizers and office hours,cultural_community,"Queries about Corporate Sponsorships, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Corporate Sponsorships | McNeese sponsorships | corporate partnerships McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-030,Corporate Sponsorships,Advancement and Partnerships,CAT-030-S07,news media and public information,cultural_community,"Queries about Corporate Sponsorships, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Corporate Sponsorships | McNeese sponsorships | corporate partnerships McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-030,Corporate Sponsorships,Advancement and Partnerships,CAT-030-S08,community partners and external opportunities,cultural_community,"Queries about Corporate Sponsorships, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Corporate Sponsorships | McNeese sponsorships | corporate partnerships McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-031,Student Counseling Center,Health and Wellness,CAT-031-S01,eligibility and who can use the service,student_service,"Queries about Student Counseling Center, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Student Counseling Center | McNeese Counseling Center | student mental health McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-031,Student Counseling Center,Health and Wellness,CAT-031-S02,services programs and available support,student_service,"Queries about Student Counseling Center, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Student Counseling Center | McNeese Counseling Center | student mental health McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-031,Student Counseling Center,Health and Wellness,CAT-031-S03,appointments applications and access steps,student_service,"Queries about Student Counseling Center, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Student Counseling Center | McNeese Counseling Center | student mental health McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-031,Student Counseling Center,Health and Wellness,CAT-031-S04,forms documents and preparation,student_service,"Queries about Student Counseling Center, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Student Counseling Center | McNeese Counseling Center | student mental health McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-031,Student Counseling Center,Health and Wellness,CAT-031-S05,costs fees insurance and funding,student_service,"Queries about Student Counseling Center, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Student Counseling Center | McNeese Counseling Center | student mental health McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-031,Student Counseling Center,Health and Wellness,CAT-031-S06,contacts location hours and accessibility,student_service,"Queries about Student Counseling Center, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Student Counseling Center | McNeese Counseling Center | student mental health McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-031,Student Counseling Center,Health and Wellness,CAT-031-S07,policies confidentiality and student rights,student_service,"Queries about Student Counseling Center, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Student Counseling Center | McNeese Counseling Center | student mental health McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-031,Student Counseling Center,Health and Wellness,CAT-031-S08,urgent help troubleshooting and external alternatives,student_service,"Queries about Student Counseling Center, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Student Counseling Center | McNeese Counseling Center | student mental health McNeese,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-032,Department of Chemistry and Physics,Academic Departments,CAT-032-S01,degrees concentrations and certificates,academic_department,"Queries about Department of Chemistry and Physics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Department of Chemistry and Physics | McNeese Chemistry and Physics | Chemistry Physics department,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-032,Department of Chemistry and Physics,Academic Departments,CAT-032-S02,admission and progression requirements,academic_department,"Queries about Department of Chemistry and Physics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Department of Chemistry and Physics | McNeese Chemistry and Physics | Chemistry Physics department,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-032,Department of Chemistry and Physics,Academic Departments,CAT-032-S03,curriculum prerequisites and degree plans,academic_department,"Queries about Department of Chemistry and Physics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Department of Chemistry and Physics | McNeese Chemistry and Physics | Chemistry Physics department,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-032,Department of Chemistry and Physics,Academic Departments,CAT-032-S04,courses sections and scheduling,academic_department,"Queries about Department of Chemistry and Physics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Department of Chemistry and Physics | McNeese Chemistry and Physics | Chemistry Physics department,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-032,Department of Chemistry and Physics,Academic Departments,CAT-032-S05,faculty staff and department contacts,academic_department,"Queries about Department of Chemistry and Physics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Department of Chemistry and Physics | McNeese Chemistry and Physics | Chemistry Physics department,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-032,Department of Chemistry and Physics,Academic Departments,CAT-032-S06,research laboratories and projects,academic_department,"Queries about Department of Chemistry and Physics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Department of Chemistry and Physics | McNeese Chemistry and Physics | Chemistry Physics department,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-032,Department of Chemistry and Physics,Academic Departments,CAT-032-S07,student organizations events and opportunities,academic_department,"Queries about Department of Chemistry and Physics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Department of Chemistry and Physics | McNeese Chemistry and Physics | Chemistry Physics department,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-032,Department of Chemistry and Physics,Academic Departments,CAT-032-S08,careers licensure and professional outcomes,academic_department,"Queries about Department of Chemistry and Physics, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Department of Chemistry and Physics | McNeese Chemistry and Physics | Chemistry Physics department,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",low,2026-08-03
CAT-033,Cowboy Camp Orientation,Admissions and Enrollment,CAT-033-S01,eligibility and who can use the service,student_service,"Queries about Cowboy Camp Orientation, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Cowboy Camp Orientation | McNeese Cowboy Camp | new student orientation,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-033,Cowboy Camp Orientation,Admissions and Enrollment,CAT-033-S02,services programs and available support,student_service,"Queries about Cowboy Camp Orientation, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Cowboy Camp Orientation | McNeese Cowboy Camp | new student orientation,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
CAT-033,Cowboy Camp Orientation,Admissions and Enrollment,CAT-033-S03,appointments applications and access steps,student_service,"Queries about Cowboy Camp Orientation, including its public services, requirements, processes, contacts, dates, policies, troubleshooting, and relevant external sources.",Cowboy Camp Orientation | McNeese Cowboy Camp | new student orientation,https://www.mcneese.edu/a-to-z/,official McNeese first; authoritative government/partner sources second; verified external discovery when the intent requires it,"Return typed fields, source URL, publication/update date when available, and verification timestamp. Label external options separately from official McNeese information.",medium,2026-08-03
